T,J=1/2,J=1,J=3/2,J=2,J=5/2,J=3,J=7/2,J=4,J=9/2,J=inf
0.901,0.523020713,0.495749159,0.476566769,0.463099096,0.453289966,0.445878448,0.440101318,0.435480322,0.431704132,0.394924573
0.902,0.520598311,0.493423542,0.474315864,0.460905186,0.451138333,0.443758831,0.438007424,0.433406957,0.429647825,0.393040072
0.903,0.518158579,0.491082452,0.472051332,0.458697093,0.448972871,0.441626201,0.435900428,0.43132071,0.427579016,0.391143444
0.904,0.515701743,0.488727262,0.469773017,0.456475348,0.446794258,0.43948001,0.433781011,0.42922196,0.425496892,0.389236381
0.905,0.513229485,0.486356246,0.467480438,0.45424006,0.444601515,0.437321313,0.431647607,0.427109813,0.423403007,0.38731747
0.906,0.51074139,0.483970206,0.465172345,0.451990256,0.442395313,0.435148394,0.429501654,0.424985959,0.421295864,0.385385909
0.907,0.508235585,0.481567591,0.462849545,0.449726134,0.440174801,0.432962485,0.427341998,0.422847138,0.419175538,0.383442863
0.908,0.505712429,0.479149029,0.460511729,0.44744818,0.437940511,0.4307616,0.425168345,0.420695321,0.417040601,0.381487493
0.909,0.503171872,0.476715542,0.458158904,0.445153988,0.435691747,0.428547441,0.422980533,0.418529831,0.414893604,0.379519615
0.91,0.5006141,0.474265044,0.455790049,0.442845279,0.433428589,0.426317966,0.420778895,0.41634967,0.412731566,0.377539075
0.911,0.498039464,0.471797728,0.453406122,0.44052128,0.431148849,0.424074336,0.418563062,0.414155767,0.410556036,0.375544917
0.912,0.49544422,0.469313265,0.451005211,0.438181622,0.428856237,0.421815807,0.416331942,0.411947454,0.408365541,0.373538407
0.913,0.492832514,0.466812666,0.448587695,0.435826897,0.426546473,0.419542261,0.414086296,0.409724099,0.406161077,0.371518204
0.914,0.490201566,0.46429385,0.446154292,0.433456241,0.424222239,0.417253752,0.411825866,0.407486768,0.403941711,0.369485224
0.915,0.48755115,0.461756409,0.443704732,0.431067937,0.4218815,0.414949548,0.409549359,0.405233099,0.401707282,0.367438112
0.916,0.484881154,0.45920264,0.44123622,0.42866428,0.419525127,0.412628571,0.407257807,0.402964755,0.399457088,0.365376795
0.917,0.482190836,0.456629511,0.438751755,0.426243597,0.41715139,0.410291596,0.404950134,0.400679511,0.39719192,0.363301609
0.918,0.479481684,0.454037837,0.436249378,0.423805746,0.414761481,0.407938982,0.402625803,0.398379049,0.394910297,0.361211751
0.919,0.476752096,0.451427075,0.433727697,0.421349801,0.412355153,0.405569141,0.400285312,0.396061701,0.392613163,0.359107214
0.92,0.474002572,0.448797134,0.431189465,0.418875926,0.409930603,0.40318233,0.397927892,0.393728444,0.390299435,0.356987726
0.921,0.471230479,0.446147618,0.428631127,0.416384548,0.407488338,0.400778456,0.395554311,0.391378434,0.387968443,0.354853404
0.922,0.468437368,0.4434801,0.426053715,0.413875509,0.40502843,0.398356505,0.393162412,0.389010172,0.385620684,0.352702837
0.923,0.465622671,0.440789158,0.423458207,0.411345928,0.402550453,0.395916241,0.390752747,0.386626002,0.383256757,0.350536574
0.924,0.462784506,0.438078797,0.420841736,0.408799297,0.400053675,0.393459418,0.388325105,0.384223306,0.380873373,0.34835451
0.925,0.459925396,0.435347179,0.418205746,0.406232297,0.397537466,0.390983317,0.385879842,0.381802816,0.378472567,0.346156229
0.926,0.457042528,0.432593833,0.415549037,0.403644658,0.395002404,0.388486838,0.383415818,0.379363806,0.376054657,0.343941216
0.927,0.454136127,0.429818383,0.412870683,0.401038038,0.392447601,0.385971984,0.380931615,0.376904863,0.373616879,0.341709249
0.928,0.451203514,0.42702033,0.410171767,0.398410572,0.389873109,0.383437235,0.37842859,0.374427973,0.371160266,0.339459773
0.929,0.448250998,0.42420124,0.407451382,0.395760627,0.387277729,0.380883583,0.375905968,0.371930293,0.368684237,0.337192631
0.93,0.445269995,0.421356988,0.404709391,0.393092147,0.38466076,0.378307447,0.373363312,0.369412904,0.366189225,0.334906544
0.931,0.442265787,0.418490008,0.401943508,0.390398981,0.382023414,0.375711072,0.370799914,0.366875062,0.363672287,0.332603183
0.932,0.439232673,0.415599253,0.399154641,0.387685278,0.379363949,0.37309448,0.368214848,0.364316607,0.361135722,0.330281505
0.933,0.436175428,0.412682094,0.39634302,0.384947974,0.376681675,0.370453965,0.365608167,0.36173796,0.358577569,0.327938917
0.934,0.433089728,0.409740715,0.393507309,0.382188234,0.37397802,0.367792881,0.36297951,0.359136998,0.355999058,0.325577406
0.935,0.429975568,0.406773431,0.390646389,0.379404301,0.371251096,0.365108121,0.360329322,0.356512455,0.353397572,0.323196369
0.936,0.426836583,0.403779961,0.387759993,0.37659463,0.368498296,0.362399651,0.357654984,0.353866029,0.350773829,0.320790194
0.937,0.423666816,0.400758249,0.384849277,0.373761221,0.365723287,0.359668111,0.354957859,0.351196516,0.348126614,0.31836617
0.938,0.420466839,0.397709471,0.381910755,0.370902701,0.362922495,0.356911779,0.352237423,0.348503464,0.34545605,0.315921129
0.939,0.41723744,0.39463293,0.378946302,0.368017512,0.360096053,0.354130204,0.349491054,0.345786234,0.342762452,0.313454263
0.94,0.413975937,0.391529248,0.375952317,0.365105108,0.357245562,0.35132529,0.346720333,0.343042677,0.340038569,0.310964499
0.941,0.410683237,0.388393425,0.372933171,0.362167242,0.354366912,0.34849164,0.343920209,0.340271143,0.337293148,0.308451767
0.942,0.40735894,0.385227506,0.369884189,0.359201435,0.35146055,0.345629611,0.341095903,0.337476306,0.334523036,0.305915719
0.943,0.404000246,0.382031182,0.366805134,0.356205021,0.348523029,0.342740762,0.338245421,0.334655075,0.331726349,0.3033546
0.944,0.400609049,0.378802972,0.363694386,0.353176848,0.345560106,0.339825913,0.335366377,0.331806075,0.328901442,0.30076924
0.945,0.397182316,0.375541789,0.360549802,0.350120986,0.342567724,0.336880305,0.332458564,0.328927858,0.326049138,0.298158151
0.946,0.393719801,0.372248054,0.357376522,0.347034911,0.339543857,0.333906023,0.329521923,0.326021944,0.323166795,0.295520919
0.947,0.390220031,0.368916022,0.354172523,0.343917912,0.336490725,0.330900819,0.326556135,0.323087683,0.320255263,0.292856743
0.948,0.386681424,0.365553385,0.350931672,0.340765002,0.333404867,0.327864766,0.323558062,0.320119201,0.317315452,0.290164928
0.949,0.383105511,0.362149944,0.347657211,0.337582084,0.330286822,0.324796777,0.320528849,0.31712227,0.314342555,0.287444324
0.95,0.379486069,0.358711813,0.34434718,0.334361964,0.327134575,0.321692858,0.317466495,0.314091689,0.311338632,0.284693758
0.951,0.375827251,0.355235189,0.341000935,0.33110834,0.323947108,0.318559194,0.31436978,0.311028093,0.308299986,0.281914197
0.952,0.372127782,0.351718867,0.337614504,0.327815578,0.32072375,0.315387102,0.311240079,0.307929439,0.305228447,0.279103851
0.953,0.368383011,0.348160122,0.334192588,0.324486764,0.317463927,0.312180113,0.308072793,0.304795942,0.302123878,0.276260693
0.954,0.364592724,0.344562242,0.330727529,0.321118726,0.31416532,0.308933986,0.304871525,0.301626127,0.298980424,0.273385622
0.955,0.360758908,0.340919315,0.327222914,0.317710177,0.310828871,0.305652721,0.30162962,0.298418966,0.295801365,0.270476261
0.956,0.356874358,0.337230966,0.323673209,0.314260677,0.307449811,0.302329558,0.298348125,0.295173878,0.292582982,0.267531444
0.957,0.352943504,0.333496406,0.320081123,0.310766089,0.304032785,0.298965022,0.295027414,0.291886271,0.289324803,0.264549831
0.958,0.348960457,0.329716116,0.316443504,0.307231263,0.300567856,0.295558754,0.291664406,0.288559538,0.286025608,0.261530985
0.959,0.34492262,0.325883296,0.312755939,0.303647619,0.297060598,0.292107446,0.288259062,0.285186119,0.282683119,0.25847493
0.96,0.340831549,0.321999904,0.309021026,0.300017882,0.29350623,0.288609199,0.284806916,0.281772636,0.279297872,0.255376563
0.961,0.336680406,0.318064149,0.30523563,0.296337641,0.289902048,0.285066036,0.281307957,0.27831233,0.275866854,0.25223525
0.962,0.33247252,0.314071943,0.30139631,0.292605087,0.286252099,0.281474015,0.277763105,0.274801047,0.272386895,0.249054249
0.963,0.328205161,0.310021932,0.297502953,0.288822108,0.282545764,0.277831672,0.27416646,0.271244842,0.268859125,0.245827436
0.964,0.323871858,0.305912803,0.293552388,0.284984475,0.278788477,0.27413328,0.270515928,0.267634582,0.26527992,0.24255326
0.965,0.319472676,0.30174328,0.289544418,0.281085562,0.274975849,0.270381747,0.266814382,0.263968781,0.261647713,0.239228937
0.966,0.315004501,0.297509742,0.285471665,0.277130993,0.27109964,0.266572537,0.263053601,0.260245715,0.257956199,0.235853921
0.967,0.310466199,0.29320749,0.281336381,0.273110667,0.2671699,0.262704761,0.25923445,0.256466828,0.254211099,0.232426109
0.968,0.305850233,0.288833083,0.277132672,0.269026539,0.263169781,0.258768683,0.255354027,0.252628212,0.25040422,0.228941965
0.969,0.301159566,0.284383565,0.272858771,0.264874677,0.259103871,0.254773977,0.251407112,0.248719741,0.246533948,0.225403271
0.97,0.296380427,0.279859497,0.268509698,0.260650789,0.25496745,0.250704165,0.24739252,0.244751627,0.242598873,0.221802614
0.971,0.291519345,0.275254461,0.2640846,0.256348945,0.250763081,0.246565418,0.243308617,0.240709507,0.238590034,0.218138143
0.972,0.286564285,0.270564699,0.259575313,0.251971747,0.2464806,0.242349026,0.239146837,0.236594139,0.234512207,0.214408922
0.973,0.281519236,0.265784973,0.2549854,0.247505761,0.242112796,0.238057858,0.234911287,0.232402282,0.230354445,0.210607555
0.974,0.276369599,0.260909575,0.250300347,0.242957441,0.237661173,0.233682198,0.230591299,0.228127072,0.226117322,0.206724874
0.975,0.271112484,0.255933893,0.245523916,0.238315807,0.233117453,0.229211054,0.22618081,0.223763075,0.22179191,0.202767461
0.976,0.265742462,0.25084893,0.240640439,0.233582758,0.228482916,0.224651855,0.221672459,0.219302229,0.217371768,0.198728939
0.977,0.26025481,0.24565661,0.235654628,0.228727858,0.223730035,0.219979435,0.217070136,0.214747208,0.212851877,0.194596285
0.978,0.254642955,0.240347771,0.230544235,0.223772251,0.218881941,0.21521121,0.212359973,0.210094074,0.208235819,0.190379149
0.979,0.248896576,0.234889681,0.22531954,0.218696066,0.213916581,0.210331125,0.207539106,0.205316728,0.203510725,0.186055305
0.98,0.242982495,0.229312958,0.219962458,0.213495523,0.208826994,0.205317943,0.202600562,0.200435303,0.198663717,0.181622478
0.981,0.236927944,0.22358891,0.214459066,0.208148479,0.203598798,0.20018094,0.197529347,0.195407442,0.193687969,0.177070746
0.982,0.230695338,0.21770565,0.208813139,0.202664756,0.198230573,0.194903737,0.192319498,0.190261045,0.188585126,0.172396613
0.983,0.224299025,0.211650943,0.203001275,0.197019157,0.192705587,0.189465849,0.186957057,0.18495454,0.18332515,0.167597272
0.984,0.217689512,0.20540473,0.196998894,0.191190111,0.187002729,0.183865671,0.181432803,0.1794872,0.17790198,0.162638548
0.985,0.210867079,0.198957164,0.190807183,0.1851738,0.181123418,0.178080033,0.175719061,0.173832993,0.172300102,0.157511453
0.986,0.203792907,0.192269228,0.18439535,0.178958707,0.175033643,0.172096265,0.169816975,0.167990572,0.166510369,0.152213978
0.987,0.196455636,0.185329229,0.177751396,0.172498886,0.16871798,0.165888415,0.163686051,0.16192877,0.160489042,0.146729381
0.988,0.188814523,0.178125849,0.17082741,0.16578255,0.162151246,0.159427419,0.157310548,0.155624766,0.154246654,0.141007729
0.989,0.180861475,0.170603975,0.16361427,0.158773461,0.155300389,0.152691848,0.150659388,0.149051405,0.147733792,0.135046757
0.99,0.172517842,0.162732978,0.1560608,0.151453927,0.148122928,0.14563232,0.143697083,0.142165458,0.14089033,0.128807652
0.991,0.163736031,0.154440514,0.148085163,0.143711508,0.140559981,0.138197249,0.136358754,0.134895165,0.133700002,0.122203833
0.992,0.154432362,0.145641699,0.139666391,0.135538682,0.132560068,0.130320073,0.12859618,0.127209825,0.126093354,0.115258358
0.993,0.144497759,0.136282472,0.130681605,0.126827626,0.124043279,0.121967525,0.120332916,0.11902724,0.117967506,0.107843281
0.994,0.133828266,0.126235996,0.121021826,0.117426199,0.114857679,0.112939075,0.111426596,0.110242628,0.109271991,0.099863212
0.995,0.12227592,0.115249304,0.110496052,0.107241664,0.104920346,0.103138013,0.101762889,0.10067564,0.099769744,0.091208493
0.996,0.109295148,0.103137932,0.098881553,0.095927297,0.093909447,0.092254599,0.091032409,0.090110468,0.089340265,0.081631692
0.997,0.094842062,0.089434373,0.085671245,0.083185692,0.081298136,0.079856059,0.078908587,0.0780533,0.077318258,0.070636118
0.998,0.077514635,0.073000792,0.070094937,0.067909017,0.066412045,0.065336178,0.064387598,0.063780512,0.063371805,0.057815264
0.999,0.054139389,0.051957518,0.050070707,0.047922738,0.046886423,0.046535459,0.045498618,0.045352071,0.045010965,0.040730859
